Product,Entity,Operation,Campaign Id,Ad Group Id,Portfolio Id,Ad Id,Keyword Id,Product Targeting Id,Campaign Name,Ad Group Name,Start Date,End Date,Targeting Type,State,Daily Budget,SKU,ASIN,Eligibility Status,Reasons for Ineligibility,Ad Group Default Bid,Bid,Keyword Text,Match Type,Bidding Strategy,Placement,Percentage,Product Targeting Expression
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_SPR03_america 250 decorations_Exact_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,10,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR03_america 250 decorations_Exact_LHH_260526,AG_01_Exact_america 250 decorations,,,,,,AG_01_Exact_america 250 decorations,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR03_america 250 decorations_Exact_LHH_260526,AG_01_Exact_america 250 decorations,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR03_america 250 decorations_Exact_LHH_260526,AG_01_Exact_america 250 decorations,,,,,,,,,,Enabled,,,,,,,0.6,america 250 decorations,exact,,,,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR03_america 250 decorations_Exact_LHH_260526,AG_02_Exact_america 250 decorations,,,,,,AG_02_Exact_america 250 decorations,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR03_america 250 decorations_Exact_LHH_260526,AG_02_Exact_america 250 decorations,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR03_america 250 decorations_Exact_LHH_260526,AG_02_Exact_america 250 decorations,,,,,,,,,,Enabled,,,,,,,0.6,america 250 decorations,exact,,,,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR03_america 250 decorations_Exact_LHH_260526,AG_03_Exact_america 250 decorations,,,,,,AG_03_Exact_america 250 decorations,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR03_america 250 decorations_Exact_LHH_260526,AG_03_Exact_america 250 decorations,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR03_america 250 decorations_Exact_LHH_260526,AG_03_Exact_america 250 decorations,,,,,,,,,,Enabled,,,,,,,0.6,america 250 decorations,exact,,,,
Sponsored Products,Campaign,Create,250TH_HAPPY250YEARS_SP00_SPR00_happy 250 years decor_Exact_LHH_260526,,128613535409943,,,,250TH_HAPPY250YEARS_SP00_SPR00_happy 250 years decor_Exact_LHH_260526,,20260526,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_SPR00_happy 250 years decor_Exact_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_SPR00_happy 250 years decor_Exact_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_SPR00_happy 250 years decor_Exact_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR00_happy 250 years decor_Exact_LHH_260526,AG_01_Exact_happy 250 years decor,,,,,,AG_01_Exact_happy 250 years decor,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR00_happy 250 years decor_Exact_LHH_260526,AG_01_Exact_happy 250 years decor,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR00_happy 250 years decor_Exact_LHH_260526,AG_01_Exact_happy 250 years decor,,,,,,,,,,Enabled,,,,,,,0.6,happy 250 years decor,exact,,,,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR00_happy 250 years decor_Exact_LHH_260526,AG_02_Exact_happy 250 years decor,,,,,,AG_02_Exact_happy 250 years decor,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR00_happy 250 years decor_Exact_LHH_260526,AG_02_Exact_happy 250 years decor,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR00_happy 250 years decor_Exact_LHH_260526,AG_02_Exact_happy 250 years decor,,,,,,,,,,Enabled,,,,,,,0.6,happy 250 years decor,exact,,,,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR00_happy 250 years decor_Exact_LHH_260526,AG_03_Exact_happy 250 years decor,,,,,,AG_03_Exact_happy 250 years decor,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR00_happy 250 years decor_Exact_LHH_260526,AG_03_Exact_happy 250 years decor,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR00_happy 250 years decor_Exact_LHH_260526,AG_03_Exact_happy 250 years decor,,,,,,,,,,Enabled,,,,,,,0.6,happy 250 years decor,exact,,,,
Sponsored Products,Campaign,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic anniversary decorations_Exact_LHH_260526,,128613535409943,,,,250TH_HAPPY250YEARS_SP00_SPR00_patriotic anniversary decorations_Exact_LHH_260526,,20260526,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic anniversary decorations_Exact_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic anniversary decorations_Exact_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic anniversary decorations_Exact_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic anniversary decorations_Exact_LHH_260526,AG_01_Exact_patriotic anniversary decorations,,,,,,AG_01_Exact_patriotic anniversary decorations,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic anniversary decorations_Exact_LHH_260526,AG_01_Exact_patriotic anniversary decorations,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic anniversary decorations_Exact_LHH_260526,AG_01_Exact_patriotic anniversary decorations,,,,,,,,,,Enabled,,,,,,,0.6,patriotic anniversary decorations,exact,,,,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic anniversary decorations_Exact_LHH_260526,AG_02_Exact_patriotic anniversary decorations,,,,,,AG_02_Exact_patriotic anniversary decorations,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic anniversary decorations_Exact_LHH_260526,AG_02_Exact_patriotic anniversary decorations,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic anniversary decorations_Exact_LHH_260526,AG_02_Exact_patriotic anniversary decorations,,,,,,,,,,Enabled,,,,,,,0.6,patriotic anniversary decorations,exact,,,,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic anniversary decorations_Exact_LHH_260526,AG_03_Exact_patriotic anniversary decorations,,,,,,AG_03_Exact_patriotic anniversary decorations,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic anniversary decorations_Exact_LHH_260526,AG_03_Exact_patriotic anniversary decorations,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic anniversary decorations_Exact_LHH_260526,AG_03_Exact_patriotic anniversary decorations,,,,,,,,,,Enabled,,,,,,,0.6,patriotic anniversary decorations,exact,,,,
Sponsored Products,Campaign,Create,250TH_HAPPY250YEARS_SP00_SPR01_usa 250th anniversary decor_Exact_LHH_260526,,128613535409943,,,,250TH_HAPPY250YEARS_SP00_SPR01_usa 250th anniversary decor_Exact_LHH_260526,,20260526,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_SPR01_usa 250th anniversary decor_Exact_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,10,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_SPR01_usa 250th anniversary decor_Exact_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,10,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_SPR01_usa 250th anniversary decor_Exact_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,10,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR01_usa 250th anniversary decor_Exact_LHH_260526,AG_01_Exact_usa 250th anniversary decor,,,,,,AG_01_Exact_usa 250th anniversary decor,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR01_usa 250th anniversary decor_Exact_LHH_260526,AG_01_Exact_usa 250th anniversary decor,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR01_usa 250th anniversary decor_Exact_LHH_260526,AG_01_Exact_usa 250th anniversary decor,,,,,,,,,,Enabled,,,,,,,0.6,usa 250th anniversary decor,exact,,,,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR01_usa 250th anniversary decor_Exact_LHH_260526,AG_02_Exact_usa 250th anniversary decor,,,,,,AG_02_Exact_usa 250th anniversary decor,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR01_usa 250th anniversary decor_Exact_LHH_260526,AG_02_Exact_usa 250th anniversary decor,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR01_usa 250th anniversary decor_Exact_LHH_260526,AG_02_Exact_usa 250th anniversary decor,,,,,,,,,,Enabled,,,,,,,0.6,usa 250th anniversary decor,exact,,,,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR01_usa 250th anniversary decor_Exact_LHH_260526,AG_03_Exact_usa 250th anniversary decor,,,,,,AG_03_Exact_usa 250th anniversary decor,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR01_usa 250th anniversary decor_Exact_LHH_260526,AG_03_Exact_usa 250th anniversary decor,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR01_usa 250th anniversary decor_Exact_LHH_260526,AG_03_Exact_usa 250th anniversary decor,,,,,,,,,,Enabled,,,,,,,0.6,usa 250th anniversary decor,exact,,,,
Sponsored Products,Campaign,Create,250TH_HAPPY250YEARS_SP00_SPR00_american celebration decor_Exact_LHH_260526,,128613535409943,,,,250TH_HAPPY250YEARS_SP00_SPR00_american celebration decor_Exact_LHH_260526,,20260526,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_SPR00_american celebration decor_Exact_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_SPR00_american celebration decor_Exact_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_SPR00_american celebration decor_Exact_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR00_american celebration decor_Exact_LHH_260526,AG_01_Exact_american celebration decor,,,,,,AG_01_Exact_american celebration decor,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR00_american celebration decor_Exact_LHH_260526,AG_01_Exact_american celebration decor,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR00_american celebration decor_Exact_LHH_260526,AG_01_Exact_american celebration decor,,,,,,,,,,Enabled,,,,,,,0.6,american celebration decor,exact,,,,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR00_american celebration decor_Exact_LHH_260526,AG_02_Exact_american celebration decor,,,,,,AG_02_Exact_american celebration decor,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR00_american celebration decor_Exact_LHH_260526,AG_02_Exact_american celebration decor,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR00_american celebration decor_Exact_LHH_260526,AG_02_Exact_american celebration decor,,,,,,,,,,Enabled,,,,,,,0.6,american celebration decor,exact,,,,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR00_american celebration decor_Exact_LHH_260526,AG_03_Exact_american celebration decor,,,,,,AG_03_Exact_american celebration decor,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR00_american celebration decor_Exact_LHH_260526,AG_03_Exact_american celebration decor,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR00_american celebration decor_Exact_LHH_260526,AG_03_Exact_american celebration decor,,,,,,,,,,Enabled,,,,,,,0.6,american celebration decor,exact,,,,
Sponsored Products,Campaign,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic table sign_Exact_LHH_260526,,128613535409943,,,,250TH_HAPPY250YEARS_SP00_SPR00_patriotic table sign_Exact_LHH_260526,,20260526,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic table sign_Exact_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic table sign_Exact_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic table sign_Exact_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic table sign_Exact_LHH_260526,AG_01_Exact_patriotic table sign,,,,,,AG_01_Exact_patriotic table sign,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic table sign_Exact_LHH_260526,AG_01_Exact_patriotic table sign,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic table sign_Exact_LHH_260526,AG_01_Exact_patriotic table sign,,,,,,,,,,Enabled,,,,,,,0.6,patriotic table sign,exact,,,,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic table sign_Exact_LHH_260526,AG_02_Exact_patriotic table sign,,,,,,AG_02_Exact_patriotic table sign,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic table sign_Exact_LHH_260526,AG_02_Exact_patriotic table sign,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic table sign_Exact_LHH_260526,AG_02_Exact_patriotic table sign,,,,,,,,,,Enabled,,,,,,,0.6,patriotic table sign,exact,,,,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic table sign_Exact_LHH_260526,AG_03_Exact_patriotic table sign,,,,,,AG_03_Exact_patriotic table sign,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic table sign_Exact_LHH_260526,AG_03_Exact_patriotic table sign,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR00_patriotic table sign_Exact_LHH_260526,AG_03_Exact_patriotic table sign,,,,,,,,,,Enabled,,,,,,,0.6,patriotic table sign,exact,,,,
Sponsored Products,Campaign,Create,250TH_HAPPY250YEARS_SP00_SPR00_american history decor_Exact_LHH_260526,,128613535409943,,,,250TH_HAPPY250YEARS_SP00_SPR00_american history decor_Exact_LHH_260526,,20260526,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_SPR00_american history decor_Exact_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_SPR00_american history decor_Exact_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_SPR00_american history decor_Exact_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR00_american history decor_Exact_LHH_260526,AG_01_Exact_american history decor,,,,,,AG_01_Exact_american history decor,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR00_american history decor_Exact_LHH_260526,AG_01_Exact_american history decor,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR00_american history decor_Exact_LHH_260526,AG_01_Exact_american history decor,,,,,,,,,,Enabled,,,,,,,0.6,american history decor,exact,,,,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR00_american history decor_Exact_LHH_260526,AG_02_Exact_american history decor,,,,,,AG_02_Exact_american history decor,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR00_american history decor_Exact_LHH_260526,AG_02_Exact_american history decor,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR00_american history decor_Exact_LHH_260526,AG_02_Exact_american history decor,,,,,,,,,,Enabled,,,,,,,0.6,american history decor,exact,,,,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_SPR00_american history decor_Exact_LHH_260526,AG_03_Exact_american history decor,,,,,,AG_03_Exact_american history decor,,,,Enabled,,,,,,0.6,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_SPR00_american history decor_Exact_LHH_260526,AG_03_Exact_american history decor,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_SPR00_american history decor_Exact_LHH_260526,AG_03_Exact_american history decor,,,,,,,,,,Enabled,,,,,,,0.6,american history decor,exact,,,,
Sponsored Products,Campaign,Create,250TH_HAPPY250YEARS_SP00_250 years decorations_Phrase_LHH_260526,,128613535409943,,,,250TH_HAPPY250YEARS_SP00_250 years decorations_Phrase_LHH_260526,,20260526,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_250 years decorations_Phrase_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_250 years decorations_Phrase_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_250 years decorations_Phrase_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
Sponsored Products,Ad Group,Create,250TH_HAPPY250YEARS_SP00_250 years decorations_Phrase_LHH_260526,250TH_HAPPY250YEARS_SP00_250 years decorations_Phrase_LHH_260526,,,,,,250 years decorations,,,,Enabled,,,,,,0.45,,,,,,,
Sponsored Products,Product Ad,Create,250TH_HAPPY250YEARS_SP00_250 years decorations_Phrase_LHH_260526,250TH_HAPPY250YEARS_SP00_250 years decorations_Phrase_LHH_260526,,,,,,,,,,Enabled,,250TH_HAPPY250YEARS,,,,,,,,,,,
Sponsored Products,Keyword,Create,250TH_HAPPY250YEARS_SP00_250 years decorations_Phrase_LHH_260526,250TH_HAPPY250YEARS_SP00_250 years decorations_Phrase_LHH_260526,,,,,,,,,,Enabled,,,,,,,0.45,250 years decorations,phrase,,,,
Sponsored Products,Campaign,Create,250TH_HAPPY250YEARS_SP00_america 250 decorations_Phrase_LHH_260526,,128613535409943,,,,250TH_HAPPY250YEARS_SP00_america 250 decorations_Phrase_LHH_260526,,20260526,,Manual,Enabled,5.0,,,,,,,,,Dynamic bids - down only,,,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_america 250 decorations_Phrase_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Top,0,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_america 250 decorations_Phrase_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Product Page,0,
Sponsored Products,Bidding Adjustment,Create,250TH_HAPPY250YEARS_SP00_america 250 decorations_Phrase_LHH_260526,,,,,,,,,,,Enabled,,,,,,,,,,,Placement Rest Of Search,0,
